synthetic,work,acdc,gear,pl1_w,freq_ghz,cpu_util,gpu_util,perf_score,power_w,temp_c,fluency_violation,policy_ver,fence_ver,envelope_ver
1,W2,AC,Quiet,25,3.8,77.1,17.5,68.7,39.6,60.2,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,81.1,81.6,67.2,37.0,60.4,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,29.6,86.5,56.4,26.6,55.3,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,36.5,7.4,55.8,28.8,55.7,0,stub-1,1.0,1.0
1,W6,AC,Quiet,25,3.8,26.2,94.5,53.0,24.4,56.1,0,stub-1,1.0,1.0
1,W7,AC,Quiet,25,3.8,63.5,76.2,62.2,34.4,58.0,0,stub-1,1.0,1.0
1,W0,AC,Quiet,25,3.8,79.7,67.6,72.5,39.8,58.8,0,stub-1,1.0,1.0
1,W1,AC,Quiet,25,3.8,12.1,28.0,49.3,21.8,51.0,0,stub-1,1.0,1.0
1,W2,AC,Quiet,25,3.8,70.5,52.5,68.6,36.2,57.5,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,76.5,46.1,69.4,39.9,61.1,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,58.7,6.5,61.0,32.0,57.2,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,26.7,42.5,56.1,23.7,52.8,0,stub-1,1.0,1.0
1,W6,AC,Quiet,25,3.8,92.7,11.1,69.9,40.3,61.0,0,stub-1,1.0,1.0
1,W7,AC,Quiet,25,3.8,40.1,47.3,57.4,23.8,50.2,0,stub-1,1.0,1.0
1,W0,AC,Quiet,25,3.8,27.8,6.5,54.6,22.7,52.7,0,stub-1,1.0,1.0
1,W1,AC,Quiet,25,3.8,74.4,71.2,63.7,35.8,57.9,0,stub-1,1.0,1.0
1,W2,AC,Quiet,25,3.8,54.1,78.2,64.2,34.1,54.7,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,78.0,10.7,70.0,37.4,56.4,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,31.4,8.9,55.3,25.9,55.7,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,53.9,27.8,60.3,31.0,54.9,0,stub-1,1.0,1.0
1,W6,AC,Quiet,25,3.8,37.1,75.3,58.5,25.4,54.9,0,stub-1,1.0,1.0
1,W7,AC,Quiet,25,3.8,85.1,71.9,73.1,40.3,58.2,0,stub-1,1.0,1.0
1,W0,DC,Quiet,25,3.8,92.6,49.7,66.6,40.7,56.6,0,stub-1,1.0,1.0
1,W1,DC,Quiet,25,3.8,70.4,12.1,66.1,32.1,54.6,0,stub-1,1.0,1.0
1,W2,DC,Quiet,25,3.8,54.1,33.9,65.7,32.4,55.6,0,stub-1,1.0,1.0
1,W3,DC,Quiet,25,3.8,67.1,36.6,69.5,38.2,59.2,0,stub-1,1.0,1.0
1,W4,DC,Quiet,25,3.8,36.7,94.8,55.3,32.2,56.8,0,stub-1,1.0,1.0
1,W5,DC,Quiet,25,3.8,37.7,77.1,56.5,24.8,50.3,0,stub-1,1.0,1.0
1,W6,DC,Quiet,25,3.8,17.9,59.7,51.1,21.4,54.9,0,stub-1,1.0,1.0
1,W7,DC,Quiet,25,3.8,38.0,39.5,59.1,24.5,52.7,0,stub-1,1.0,1.0
1,W0,AC,Balance,40,4.8,66.1,90.4,73.9,47.0,59.8,0,stub-1,1.0,1.0
1,W1,AC,Balance,40,4.8,40.8,63.5,68.2,38.2,59.1,0,stub-1,1.0,1.0
1,W2,AC,Balance,40,4.8,71.2,49.9,76.0,47.5,61.5,0,stub-1,1.0,1.0
1,W3,AC,Balance,40,4.8,94.7,30.7,88.3,53.7,62.9,0,stub-1,1.0,1.0
1,W4,AC,Balance,40,4.8,16.0,81.8,56.3,33.3,56.0,0,stub-1,1.0,1.0
1,W5,AC,Balance,40,4.8,81.1,33.8,82.4,47.9,62.2,0,stub-1,1.0,1.0
1,W6,AC,Balance,40,4.8,53.8,85.2,76.6,38.9,60.5,0,stub-1,1.0,1.0
1,W7,AC,Balance,40,4.8,76.4,50.8,78.6,48.1,62.5,0,stub-1,1.0,1.0
1,W0,AC,Balance,40,4.8,17.5,76.1,66.6,32.8,54.6,0,stub-1,1.0,1.0
1,W1,AC,Balance,40,4.8,54.6,60.1,78.0,43.1,60.8,0,stub-1,1.0,1.0
1,W2,AC,Balance,40,4.8,95.0,69.7,81.0,51.2,63.2,0,stub-1,1.0,1.0
1,W3,AC,Balance,40,4.8,62.8,45.5,75.4,42.9,58.8,0,stub-1,1.0,1.0
1,W4,AC,Balance,40,4.8,84.0,75.2,81.6,48.0,63.4,0,stub-1,1.0,1.0
1,W5,AC,Balance,40,4.8,10.0,16.2,59.9,31.2,56.7,0,stub-1,1.0,1.0
1,W6,AC,Balance,40,4.8,34.0,68.8,63.8,40.4,61.4,0,stub-1,1.0,1.0
1,W7,AC,Balance,40,4.8,27.6,62.2,62.3,33.9,56.6,0,stub-1,1.0,1.0
1,W0,AC,Balance,40,4.8,32.3,53.0,65.5,36.0,58.4,0,stub-1,1.0,1.0
1,W1,AC,Balance,40,4.8,64.3,69.9,76.3,41.0,57.6,0,stub-1,1.0,1.0
1,W2,AC,Balance,40,4.8,55.7,79.3,75.2,42.0,58.5,0,stub-1,1.0,1.0
1,W3,AC,Balance,40,4.8,74.0,42.5,76.8,45.0,59.4,0,stub-1,1.0,1.0
1,W4,AC,Balance,40,4.8,61.4,31.1,79.4,42.7,60.7,0,stub-1,1.0,1.0
1,W5,AC,Balance,40,4.8,11.6,10.4,56.8,28.8,55.7,0,stub-1,1.0,1.0
1,W6,AC,Balance,40,4.8,23.4,59.6,62.8,36.8,57.6,0,stub-1,1.0,1.0
1,W7,AC,Balance,40,4.8,92.8,16.8,79.5,49.4,63.7,0,stub-1,1.0,1.0
1,W0,DC,Balance,40,4.8,33.7,47.0,67.5,37.9,59.3,0,stub-1,1.0,1.0
1,W1,DC,Balance,40,4.8,39.6,60.4,70.9,37.9,61.3,0,stub-1,1.0,1.0
1,W2,DC,Balance,40,4.8,19.4,34.5,61.1,32.0,56.4,0,stub-1,1.0,1.0
1,W3,DC,Balance,40,4.8,49.9,32.8,69.1,45.2,61.4,0,stub-1,1.0,1.0
1,W4,DC,Balance,40,4.8,50.5,92.0,73.4,42.4,61.5,0,stub-1,1.0,1.0
1,W5,DC,Balance,40,4.8,63.9,47.4,77.9,40.2,58.4,0,stub-1,1.0,1.0
1,W6,DC,Balance,40,4.8,43.8,84.4,70.0,35.6,56.4,0,stub-1,1.0,1.0
1,W7,DC,Balance,40,4.8,56.3,22.5,76.8,41.3,59.3,0,stub-1,1.0,1.0
1,W0,AC,Beast,65,5.0,50.4,73.8,73.4,64.0,67.1,0,stub-1,1.0,1.0
1,W1,AC,Beast,65,5.0,92.8,40.5,86.5,69.2,67.9,0,stub-1,1.0,1.0
1,W2,AC,Beast,65,5.0,89.5,72.9,88.0,70.1,69.1,0,stub-1,1.0,1.0
1,W3,AC,Beast,65,5.0,35.0,47.6,70.5,51.6,63.6,0,stub-1,1.0,1.0
1,W4,AC,Beast,65,5.0,51.4,34.5,74.1,57.6,67.6,0,stub-1,1.0,1.0
1,W5,AC,Beast,65,5.0,35.3,79.5,70.3,51.2,62.5,0,stub-1,1.0,1.0
1,W6,AC,Beast,65,5.0,32.0,78.4,66.6,55.7,66.5,0,stub-1,1.0,1.0
1,W7,AC,Beast,65,5.0,76.7,70.3,82.5,64.5,67.3,0,stub-1,1.0,1.0
1,W0,AC,Beast,65,5.0,47.7,92.0,75.4,54.0,61.8,0,stub-1,1.0,1.0
1,W1,AC,Beast,65,5.0,57.5,20.3,75.0,58.0,63.8,0,stub-1,1.0,1.0
1,W2,AC,Beast,65,5.0,80.7,18.3,83.9,65.2,68.5,1,stub-1,1.0,1.0
1,W3,AC,Beast,65,5.0,33.2,18.6,69.5,53.1,62.1,0,stub-1,1.0,1.0
1,W4,AC,Beast,65,5.0,74.7,87.8,85.8,61.8,67.4,0,stub-1,1.0,1.0
1,W5,AC,Beast,65,5.0,34.3,64.6,70.9,52.4,63.1,0,stub-1,1.0,1.0
1,W6,AC,Beast,65,5.0,20.6,87.1,64.6,52.2,63.6,0,stub-1,1.0,1.0
1,W7,AC,Beast,65,5.0,62.9,67.4,74.1,60.2,65.5,0,stub-1,1.0,1.0
1,W0,AC,Beast,65,5.0,27.2,55.2,69.4,57.6,64.8,0,stub-1,1.0,1.0
1,W1,AC,Beast,65,5.0,23.7,68.4,69.5,50.7,64.0,0,stub-1,1.0,1.0
1,W2,AC,Beast,65,5.0,89.0,76.6,86.5,68.8,68.4,0,stub-1,1.0,1.0
1,W3,AC,Beast,65,5.0,78.7,90.9,81.0,65.7,66.8,0,stub-1,1.0,1.0
1,W4,AC,Beast,65,5.0,30.9,69.3,67.4,55.0,64.2,0,stub-1,1.0,1.0
1,W5,AC,Beast,65,5.0,53.5,89.0,79.5,58.5,64.7,0,stub-1,1.0,1.0
1,W6,AC,Beast,65,5.0,60.4,57.8,78.3,63.6,65.2,0,stub-1,1.0,1.0
1,W7,AC,Beast,65,5.0,9.7,42.2,62.1,47.7,61.0,0,stub-1,1.0,1.0
1,W0,DC,Beast,65,5.0,74.4,5.5,75.8,62.7,64.0,0,stub-1,1.0,1.0
1,W1,DC,Beast,65,5.0,84.1,48.0,89.1,68.1,72.5,0,stub-1,1.0,1.0
1,W2,DC,Beast,65,5.0,33.9,63.1,71.3,53.5,62.1,0,stub-1,1.0,1.0
1,W3,DC,Beast,65,5.0,89.3,87.2,85.1,69.7,72.2,0,stub-1,1.0,1.0
1,W4,DC,Beast,65,5.0,20.8,87.8,69.3,50.7,59.2,0,stub-1,1.0,1.0
1,W5,DC,Beast,65,5.0,88.3,83.9,86.7,70.2,69.7,0,stub-1,1.0,1.0
1,W6,DC,Beast,65,5.0,14.7,93.5,62.5,55.0,62.6,0,stub-1,1.0,1.0
1,W7,DC,Beast,65,5.0,89.5,81.6,85.9,66.6,68.5,0,stub-1,1.0,1.0
1,W0,AC,Extreme,65,5.2,15.1,19.6,64.7,49.7,63.3,0,stub-1,1.0,1.0
1,W1,AC,Extreme,65,5.2,76.2,56.1,89.8,64.6,66.7,0,stub-1,1.0,1.0
1,W2,AC,Extreme,65,5.2,82.1,85.7,88.7,63.9,69.3,0,stub-1,1.0,1.0
1,W3,AC,Extreme,65,5.2,17.7,34.1,70.0,49.9,63.6,0,stub-1,1.0,1.0
1,W4,AC,Extreme,65,5.2,26.2,72.8,72.7,51.6,63.0,0,stub-1,1.0,1.0
1,W5,AC,Extreme,65,5.2,67.3,10.6,82.2,63.6,68.1,0,stub-1,1.0,1.0
1,W6,AC,Extreme,65,5.2,41.5,50.2,78.5,54.0,63.6,0,stub-1,1.0,1.0
1,W7,AC,Extreme,65,5.2,87.5,31.6,90.0,66.3,67.5,0,stub-1,1.0,1.0
1,W0,AC,Extreme,65,5.2,17.0,18.8,67.4,47.0,59.8,0,stub-1,1.0,1.0
1,W1,AC,Extreme,65,5.2,47.4,53.4,78.5,56.6,63.9,0,stub-1,1.0,1.0
1,W2,AC,Extreme,65,5.2,27.3,72.9,71.4,51.7,60.9,1,stub-1,1.0,1.0
1,W3,AC,Extreme,65,5.2,55.8,10.6,80.7,57.2,64.5,0,stub-1,1.0,1.0
1,W4,AC,Extreme,65,5.2,56.5,18.5,77.6,61.8,67.4,0,stub-1,1.0,1.0
1,W5,AC,Extreme,65,5.2,13.2,50.9,67.7,49.6,60.8,0,stub-1,1.0,1.0
1,W6,AC,Extreme,65,5.2,51.2,46.1,80.9,59.1,66.5,0,stub-1,1.0,1.0
1,W7,AC,Extreme,65,5.2,40.6,78.5,70.1,55.6,62.5,0,stub-1,1.0,1.0
1,W0,AC,Extreme,65,5.2,9.1,36.0,74.0,50.3,63.1,0,stub-1,1.0,1.0
1,W1,AC,Extreme,65,5.2,89.0,7.9,88.7,64.9,69.1,0,stub-1,1.0,1.0
1,W2,AC,Extreme,65,5.2,73.9,93.0,82.7,62.3,68.3,0,stub-1,1.0,1.0
1,W3,AC,Extreme,65,5.2,86.6,38.8,88.3,65.9,66.1,0,stub-1,1.0,1.0
1,W4,AC,Extreme,65,5.2,53.5,63.8,77.4,59.9,64.2,0,stub-1,1.0,1.0
1,W5,AC,Extreme,65,5.2,25.0,5.3,69.1,53.4,63.9,0,stub-1,1.0,1.0
1,W6,AC,Extreme,65,5.2,65.6,54.0,76.6,61.2,66.4,0,stub-1,1.0,1.0
1,W7,AC,Extreme,65,5.2,29.8,89.4,74.1,52.8,62.8,0,stub-1,1.0,1.0
1,W0,DC,Extreme,65,5.2,77.9,42.7,86.4,60.8,67.3,0,stub-1,1.0,1.0
1,W1,DC,Extreme,65,5.2,14.1,8.0,66.8,46.5,59.9,0,stub-1,1.0,1.0
1,W2,DC,Extreme,65,5.2,9.4,71.6,63.4,48.7,62.7,1,stub-1,1.0,1.0
1,W3,DC,Extreme,65,5.2,50.4,31.0,83.4,59.4,63.6,0,stub-1,1.0,1.0
1,W4,DC,Extreme,65,5.2,33.7,58.8,71.3,52.4,63.1,0,stub-1,1.0,1.0
1,W5,DC,Extreme,65,5.2,24.9,32.0,71.4,56.2,66.1,0,stub-1,1.0,1.0
1,W6,DC,Extreme,65,5.2,84.2,87.0,85.4,65.0,63.7,0,stub-1,1.0,1.0
1,W7,DC,Extreme,65,5.2,89.7,65.4,89.5,68.3,67.6,0,stub-1,1.0,1.0
1,W0,AC,Quiet,25,3.8,42.5,18.4,54.8,30.5,52.8,0,stub-1,1.0,1.0
1,W1,AC,Quiet,25,3.8,32.1,68.7,56.2,27.0,51.3,0,stub-1,1.0,1.0
1,W2,AC,Quiet,25,3.8,55.6,92.1,60.8,31.0,55.9,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,88.0,81.2,74.0,42.2,61.1,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,22.1,29.2,50.4,20.6,52.9,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,70.2,55.3,65.3,31.0,56.3,0,stub-1,1.0,1.0
1,W6,AC,Quiet,25,3.8,35.0,91.1,63.1,26.7,55.1,0,stub-1,1.0,1.0
1,W7,AC,Quiet,25,3.8,95.0,48.1,73.7,41.4,61.5,0,stub-1,1.0,1.0
1,W0,AC,Quiet,25,3.8,23.4,87.4,47.7,22.2,51.4,0,stub-1,1.0,1.0
1,W1,AC,Quiet,25,3.8,37.3,28.5,59.3,24.5,53.4,0,stub-1,1.0,1.0
1,W2,AC,Quiet,25,3.8,13.9,93.3,44.1,21.7,53.8,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,55.6,24.9,60.8,32.4,57.2,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,89.1,57.1,70.8,40.4,58.4,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,49.9,63.9,63.2,29.4,54.2,0,stub-1,1.0,1.0
1,W6,AC,Quiet,25,3.8,78.9,92.0,67.1,35.4,58.7,0,stub-1,1.0,1.0
1,W7,AC,Quiet,25,3.8,20.2,69.8,56.3,18.1,51.6,0,stub-1,1.0,1.0
1,W0,AC,Quiet,25,3.8,53.8,62.8,62.5,31.1,58.0,0,stub-1,1.0,1.0
1,W1,AC,Quiet,25,3.8,65.1,73.8,59.2,30.5,57.2,0,stub-1,1.0,1.0
1,W2,AC,Quiet,25,3.8,25.8,68.6,56.9,24.1,52.0,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,60.5,48.5,66.7,32.4,56.4,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,54.6,6.1,59.6,30.9,56.1,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,65.7,77.6,65.2,34.7,56.8,0,stub-1,1.0,1.0
1,W6,AC,Quiet,25,3.8,13.7,18.4,51.0,23.2,53.6,0,stub-1,1.0,1.0
1,W7,AC,Quiet,25,3.8,40.7,38.6,55.6,25.5,55.0,0,stub-1,1.0,1.0
1,W0,DC,Quiet,25,3.8,94.1,25.3,71.5,37.5,56.4,0,stub-1,1.0,1.0
1,W1,DC,Quiet,25,3.8,73.4,13.4,62.7,34.0,58.2,0,stub-1,1.0,1.0
1,W2,DC,Quiet,25,3.8,10.1,5.9,50.3,22.1,50.3,0,stub-1,1.0,1.0
1,W3,DC,Quiet,25,3.8,82.2,13.6,72.4,37.5,58.0,0,stub-1,1.0,1.0
1,W4,DC,Quiet,25,3.8,24.0,83.1,55.4,22.0,53.3,0,stub-1,1.0,1.0
1,W5,DC,Quiet,25,3.8,85.9,55.7,71.7,43.5,60.9,0,stub-1,1.0,1.0
1,W6,DC,Quiet,25,3.8,33.3,91.5,51.3,24.1,53.1,0,stub-1,1.0,1.0
1,W7,DC,Quiet,25,3.8,11.9,19.6,46.2,20.7,55.1,0,stub-1,1.0,1.0
1,W0,AC,Balance,40,4.8,40.0,85.7,67.1,40.9,62.2,0,stub-1,1.0,1.0
1,W1,AC,Balance,40,4.8,70.2,50.1,85.6,46.2,61.1,0,stub-1,1.0,1.0
1,W2,AC,Balance,40,4.8,44.3,80.5,68.1,42.0,61.1,0,stub-1,1.0,1.0
1,W3,AC,Balance,40,4.8,7.7,29.6,59.1,32.2,56.2,0,stub-1,1.0,1.0
1,W4,AC,Balance,40,4.8,37.0,89.7,64.6,38.5,58.1,0,stub-1,1.0,1.0
1,W5,AC,Balance,40,4.8,76.8,69.2,79.6,48.2,62.3,0,stub-1,1.0,1.0
1,W6,AC,Balance,40,4.8,69.1,62.1,78.1,43.5,60.4,0,stub-1,1.0,1.0
1,W7,AC,Balance,40,4.8,32.7,37.4,67.6,36.1,58.4,0,stub-1,1.0,1.0
1,W0,AC,Balance,40,4.8,21.9,45.4,61.3,32.8,57.9,0,stub-1,1.0,1.0
1,W1,AC,Balance,40,4.8,13.4,58.8,62.1,30.5,57.0,0,stub-1,1.0,1.0
1,W2,AC,Balance,40,4.8,31.3,39.9,72.5,38.0,61.7,0,stub-1,1.0,1.0
1,W3,AC,Balance,40,4.8,20.3,39.3,59.0,34.2,57.9,0,stub-1,1.0,1.0
1,W4,AC,Balance,40,4.8,49.4,10.7,69.5,41.2,58.8,0,stub-1,1.0,1.0
1,W5,AC,Balance,40,4.8,27.2,61.3,65.9,33.7,56.2,0,stub-1,1.0,1.0
1,W6,AC,Balance,40,4.8,14.6,32.4,64.5,31.1,53.9,0,stub-1,1.0,1.0
1,W7,AC,Balance,40,4.8,34.7,35.1,64.3,38.2,55.7,0,stub-1,1.0,1.0
1,W0,AC,Balance,40,4.8,92.7,17.3,82.3,55.6,64.8,0,stub-1,1.0,1.0
1,W1,AC,Balance,40,4.8,91.8,92.2,87.6,50.2,64.8,0,stub-1,1.0,1.0
1,W2,AC,Balance,40,4.8,49.2,56.8,72.5,42.2,60.4,0,stub-1,1.0,1.0
1,W3,AC,Balance,40,4.8,55.7,58.3,71.6,39.0,58.0,0,stub-1,1.0,1.0
1,W4,AC,Balance,40,4.8,54.5,90.8,69.4,42.4,58.7,0,stub-1,1.0,1.0
1,W5,AC,Balance,40,4.8,78.7,76.6,82.2,45.7,61.9,0,stub-1,1.0,1.0
1,W6,AC,Balance,40,4.8,62.0,26.8,73.6,40.8,59.4,0,stub-1,1.0,1.0
1,W7,AC,Balance,40,4.8,94.2,48.1,84.7,49.6,63.4,0,stub-1,1.0,1.0
1,W0,DC,Balance,40,4.8,87.8,67.3,78.8,49.0,60.1,0,stub-1,1.0,1.0
1,W1,DC,Balance,40,4.8,53.3,62.4,78.5,44.3,61.8,0,stub-1,1.0,1.0
1,W2,DC,Balance,40,4.8,64.2,37.0,76.3,43.6,62.5,0,stub-1,1.0,1.0
1,W3,DC,Balance,40,4.8,72.7,91.9,79.0,45.9,61.2,0,stub-1,1.0,1.0
1,W4,DC,Balance,40,4.8,28.3,51.0,62.2,34.8,55.7,0,stub-1,1.0,1.0
1,W5,DC,Balance,40,4.8,74.5,58.0,78.5,44.8,60.7,0,stub-1,1.0,1.0
1,W6,DC,Balance,40,4.8,7.2,14.4,53.1,32.4,59.0,0,stub-1,1.0,1.0
1,W7,DC,Balance,40,4.8,17.8,33.1,67.7,31.1,56.2,0,stub-1,1.0,1.0
1,W0,AC,Beast,65,5.0,48.5,47.9,70.2,58.8,65.0,0,stub-1,1.0,1.0
1,W1,AC,Beast,65,5.0,77.9,15.4,85.7,66.7,66.6,0,stub-1,1.0,1.0
1,W2,AC,Beast,65,5.0,65.9,19.8,82.0,61.8,67.0,0,stub-1,1.0,1.0
1,W3,AC,Beast,65,5.0,91.3,25.9,89.0,67.3,69.1,0,stub-1,1.0,1.0
1,W4,AC,Beast,65,5.0,62.6,43.9,82.9,61.7,67.2,0,stub-1,1.0,1.0
1,W5,AC,Beast,65,5.0,68.4,23.5,84.3,62.7,64.2,0,stub-1,1.0,1.0
1,W6,AC,Beast,65,5.0,10.6,14.2,64.5,47.2,60.8,0,stub-1,1.0,1.0
1,W7,AC,Beast,65,5.0,28.6,82.6,71.5,49.8,62.1,0,stub-1,1.0,1.0
1,W0,AC,Beast,65,5.0,58.7,60.0,75.2,59.2,66.9,0,stub-1,1.0,1.0
1,W1,AC,Beast,65,5.0,78.2,68.5,80.0,64.2,69.5,0,stub-1,1.0,1.0
1,W2,AC,Beast,65,5.0,12.6,17.1,65.7,49.8,63.4,0,stub-1,1.0,1.0
1,W3,AC,Beast,65,5.0,42.6,17.4,77.0,55.2,65.0,0,stub-1,1.0,1.0
1,W4,AC,Beast,65,5.0,62.2,67.4,70.8,54.3,62.4,0,stub-1,1.0,1.0
1,W5,AC,Beast,65,5.0,33.3,45.6,68.8,55.6,64.9,0,stub-1,1.0,1.0
1,W6,AC,Beast,65,5.0,5.9,17.3,64.8,42.2,58.0,0,stub-1,1.0,1.0
1,W7,AC,Beast,65,5.0,66.6,42.4,79.9,63.4,65.7,0,stub-1,1.0,1.0
1,W0,AC,Beast,65,5.0,12.4,7.8,63.9,47.0,61.1,0,stub-1,1.0,1.0
1,W1,AC,Beast,65,5.0,20.1,46.2,69.7,50.4,60.1,0,stub-1,1.0,1.0
1,W2,AC,Beast,65,5.0,54.5,15.2,80.2,61.4,67.1,0,stub-1,1.0,1.0
1,W3,AC,Beast,65,5.0,8.7,69.7,60.1,41.9,58.4,0,stub-1,1.0,1.0
1,W4,AC,Beast,65,5.0,14.2,79.7,64.3,47.4,63.2,0,stub-1,1.0,1.0
1,W5,AC,Beast,65,5.0,78.5,44.5,83.5,68.6,68.9,0,stub-1,1.0,1.0
1,W6,AC,Beast,65,5.0,26.3,78.0,65.5,51.1,62.4,0,stub-1,1.0,1.0
1,W7,AC,Beast,65,5.0,19.9,17.5,61.9,50.9,63.8,0,stub-1,1.0,1.0
1,W0,DC,Beast,65,5.0,10.3,36.6,62.4,50.5,61.6,0,stub-1,1.0,1.0
1,W1,DC,Beast,65,5.0,31.0,29.1,73.5,56.9,61.5,0,stub-1,1.0,1.0
1,W2,DC,Beast,65,5.0,66.1,13.6,85.0,61.2,70.5,0,stub-1,1.0,1.0
1,W3,DC,Beast,65,5.0,16.4,82.9,60.3,49.6,64.7,0,stub-1,1.0,1.0
1,W4,DC,Beast,65,5.0,79.6,73.5,82.3,63.3,66.1,0,stub-1,1.0,1.0
1,W5,DC,Beast,65,5.0,45.7,62.0,72.6,57.6,64.7,0,stub-1,1.0,1.0
1,W6,DC,Beast,65,5.0,51.4,30.0,78.1,57.6,66.4,0,stub-1,1.0,1.0
1,W7,DC,Beast,65,5.0,5.2,74.7,60.7,46.5,58.8,0,stub-1,1.0,1.0
1,W0,AC,Extreme,65,5.2,46.3,64.8,75.6,57.6,64.1,0,stub-1,1.0,1.0
1,W1,AC,Extreme,65,5.2,43.7,24.1,75.0,56.0,67.4,0,stub-1,1.0,1.0
1,W2,AC,Extreme,65,5.2,35.4,57.0,69.9,53.4,62.4,1,stub-1,1.0,1.0
1,W3,AC,Extreme,65,5.2,14.0,75.6,70.4,48.0,62.0,0,stub-1,1.0,1.0
1,W4,AC,Extreme,65,5.2,82.2,44.7,94.6,66.1,68.8,0,stub-1,1.0,1.0
1,W5,AC,Extreme,65,5.2,63.5,19.3,85.8,62.8,66.5,0,stub-1,1.0,1.0
1,W6,AC,Extreme,65,5.2,63.9,27.5,77.1,64.6,68.4,0,stub-1,1.0,1.0
1,W7,AC,Extreme,65,5.2,32.5,67.9,74.7,53.9,66.0,0,stub-1,1.0,1.0
1,W0,AC,Extreme,65,5.2,68.3,5.1,81.3,62.7,67.3,0,stub-1,1.0,1.0
1,W1,AC,Extreme,65,5.2,5.8,67.6,68.6,49.4,58.2,0,stub-1,1.0,1.0
1,W2,AC,Extreme,65,5.2,43.0,16.9,78.0,57.1,64.9,0,stub-1,1.0,1.0
1,W3,AC,Extreme,65,5.2,84.3,17.3,86.3,67.1,66.0,0,stub-1,1.0,1.0
1,W4,AC,Extreme,65,5.2,17.0,94.4,69.8,51.7,65.3,0,stub-1,1.0,1.0
1,W5,AC,Extreme,65,5.2,70.0,61.5,83.6,64.2,68.7,0,stub-1,1.0,1.0
1,W6,AC,Extreme,65,5.2,66.8,82.4,83.6,62.7,67.0,0,stub-1,1.0,1.0
1,W7,AC,Extreme,65,5.2,39.6,91.7,70.3,55.0,65.0,0,stub-1,1.0,1.0
1,W0,AC,Extreme,65,5.2,29.9,12.6,67.5,52.1,61.2,0,stub-1,1.0,1.0
1,W1,AC,Extreme,65,5.2,67.1,81.3,79.3,61.4,65.4,0,stub-1,1.0,1.0
1,W2,AC,Extreme,65,5.2,51.6,50.9,77.8,56.7,67.9,0,stub-1,1.0,1.0
1,W3,AC,Extreme,65,5.2,49.5,15.1,79.4,55.2,64.3,0,stub-1,1.0,1.0
1,W4,AC,Extreme,65,5.2,52.5,93.0,85.1,58.3,67.4,0,stub-1,1.0,1.0
1,W5,AC,Extreme,65,5.2,37.9,66.5,78.2,55.4,60.7,0,stub-1,1.0,1.0
1,W6,AC,Extreme,65,5.2,74.3,6.5,86.8,64.7,68.2,0,stub-1,1.0,1.0
1,W7,AC,Extreme,65,5.2,76.0,50.6,85.5,62.9,65.7,0,stub-1,1.0,1.0
1,W0,DC,Extreme,65,5.2,42.4,68.2,78.3,57.3,64.2,0,stub-1,1.0,1.0
1,W1,DC,Extreme,65,5.2,32.9,51.0,70.7,54.8,66.8,0,stub-1,1.0,1.0
1,W2,DC,Extreme,65,5.2,53.3,40.2,74.6,56.0,64.4,0,stub-1,1.0,1.0
1,W3,DC,Extreme,65,5.2,70.7,81.2,82.6,64.0,67.6,0,stub-1,1.0,1.0
1,W4,DC,Extreme,65,5.2,44.1,45.8,73.6,55.4,64.3,0,stub-1,1.0,1.0
1,W5,DC,Extreme,65,5.2,68.7,68.1,78.1,65.2,71.0,0,stub-1,1.0,1.0
1,W6,DC,Extreme,65,5.2,52.1,75.5,77.7,57.3,66.9,0,stub-1,1.0,1.0
1,W7,DC,Extreme,65,5.2,29.2,84.8,74.9,52.9,63.1,0,stub-1,1.0,1.0
1,W0,AC,Quiet,25,3.8,77.6,29.5,73.3,38.1,57.8,0,stub-1,1.0,1.0
1,W1,AC,Quiet,25,3.8,46.0,37.4,58.8,26.4,54.2,0,stub-1,1.0,1.0
1,W2,AC,Quiet,25,3.8,38.1,28.0,60.2,28.6,54.8,0,stub-1,1.0,1.0
1,W3,AC,Quiet,25,3.8,9.0,82.7,46.2,19.8,53.6,0,stub-1,1.0,1.0
1,W4,AC,Quiet,25,3.8,39.5,18.5,62.8,25.7,50.9,0,stub-1,1.0,1.0
1,W5,AC,Quiet,25,3.8,42.7,34.0,56.3,25.4,55.1,0,stub-1,1.0,1.0
