synthetic,machine,work,acdc,gear,pl1_w,freq_ghz,cpu_util,gpu_util,perf_score,power_w,temp_c,fluency_violation,policy_ver,fence_ver,envelope_ver
1,B,W1,DC,Beast,65,5.0,34.5,22.0,66.9,59.9,69.6,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,14.2,91.6,63.8,52.6,70.1,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,44.1,22.7,69.3,58.6,69.0,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,23.6,40.0,67.1,54.3,68.6,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,61.9,46.7,70.4,65.6,73.5,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,41.4,71.7,71.8,57.4,66.9,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,42.9,25.6,67.3,58.2,66.3,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,74.7,68.0,81.1,64.8,70.6,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,33.2,61.5,64.2,58.1,70.2,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,75.4,69.2,77.1,66.3,70.7,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,41.8,65.8,70.7,59.8,69.5,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,63.9,75.0,72.7,65.9,72.5,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,19.5,75.4,62.8,55.1,67.6,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,14.1,56.7,56.8,50.6,64.6,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,79.6,52.0,79.5,64.4,73.5,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,23.9,66.6,62.5,56.1,71.8,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,37.0,10.1,76.2,57.1,70.5,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,6.2,42.7,57.5,50.9,66.1,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,71.7,89.6,81.8,65.0,71.6,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,77.1,40.3,81.8,68.9,73.6,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,47.2,55.6,67.6,60.8,74.1,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,36.8,62.5,72.4,54.0,66.7,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,54.3,16.3,75.5,62.8,69.8,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,81.6,29.1,81.0,70.1,72.7,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,5.2,70.0,62.1,48.8,67.2,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,32.2,48.2,65.0,57.4,68.3,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,81.9,10.1,80.3,71.1,71.0,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,75.6,17.6,83.0,65.0,72.0,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,64.0,27.5,77.8,65.3,72.4,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,26.0,74.9,66.1,55.5,70.6,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,20.1,85.2,62.4,50.3,65.0,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,65.2,85.5,79.4,61.0,71.1,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,52.8,71.8,78.9,57.7,70.3,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,55.0,28.8,75.4,63.2,70.6,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,18.0,49.2,64.9,50.0,66.5,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,82.7,5.6,84.8,67.4,70.5,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,38.7,42.7,68.9,58.6,69.4,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,62.3,62.3,81.3,64.5,70.1,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,34.7,93.4,63.2,54.5,68.0,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,85.8,8.1,66.9,37.9,60.7,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,38.0,47.7,59.4,24.9,57.3,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,24.0,44.2,47.0,25.8,58.6,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,41.3,50.3,53.1,28.8,60.8,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,92.7,63.9,70.4,40.8,62.7,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,62.1,75.6,63.4,37.6,62.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,84.7,54.1,69.8,40.9,64.3,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,87.9,59.8,68.4,39.3,60.5,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,86.9,60.1,64.9,39.1,62.0,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,66.3,24.1,58.4,34.5,59.6,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,73.6,14.1,64.7,38.0,62.8,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,38.2,79.0,47.8,28.9,57.2,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,28.2,32.2,49.3,26.5,56.3,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,9.9,56.1,48.3,21.9,56.9,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,77.9,56.8,68.4,37.6,63.6,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,58.3,89.4,60.3,35.8,61.3,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,42.1,14.2,54.2,28.2,59.0,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,5.4,66.5,45.7,23.5,59.9,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,12.9,83.3,47.7,22.0,56.5,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,21.9,9.5,47.6,24.5,55.2,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,82.0,70.7,70.3,41.1,63.0,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,27.9,91.8,48.3,25.6,57.7,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,6.3,63.6,46.0,19.3,54.8,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,19.9,82.5,53.8,22.9,57.0,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,38.1,56.7,61.7,40.4,64.8,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,37.7,63.0,70.0,37.8,61.1,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,39.7,75.8,71.3,38.5,61.3,1,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,92.7,68.3,80.1,54.3,66.8,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,59.5,93.0,73.9,42.5,63.3,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,38.9,66.6,69.1,36.1,59.7,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,77.7,30.5,79.3,49.6,64.6,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,78.4,84.9,79.0,53.4,68.5,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,78.1,83.0,74.9,49.0,67.8,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,66.6,87.2,69.5,46.2,65.7,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,54.8,76.8,72.1,46.8,66.4,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,66.0,46.9,72.8,47.0,66.5,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,72.6,76.2,74.3,48.5,66.9,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,57.2,85.7,66.4,46.1,63.9,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,47.9,58.0,69.3,43.1,65.1,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,37.7,55.8,70.0,37.2,63.1,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,18.4,9.0,63.3,34.2,62.6,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,75.9,19.1,79.1,47.6,64.9,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,51.8,6.9,78.6,44.1,65.6,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,28.5,75.1,60.6,32.5,62.0,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,74.1,78.7,78.2,48.3,66.9,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,12.5,9.6,59.2,28.9,58.0,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,46.2,90.2,69.1,41.0,62.1,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,15.8,91.3,57.9,33.4,62.6,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,62.7,91.1,73.6,62.3,70.0,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,91.9,94.3,83.8,71.8,74.5,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,28.0,36.7,70.7,52.6,67.6,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,68.9,63.2,76.0,66.4,72.2,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,18.0,72.9,66.7,51.3,66.4,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,14.5,34.2,65.4,51.5,67.8,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,48.3,20.2,71.1,61.4,70.4,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,69.6,22.6,76.5,70.3,74.4,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,24.8,89.1,68.7,51.1,67.9,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,13.7,88.6,63.9,52.9,65.7,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,45.7,35.6,71.8,57.6,68.6,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,10.1,69.2,59.1,49.3,66.0,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,83.4,29.0,79.4,70.1,73.1,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,20.1,49.2,68.8,51.2,69.9,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,15.3,93.1,67.7,53.2,67.1,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,48.0,30.8,69.1,60.2,71.1,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,37.8,94.2,74.9,57.5,70.2,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,85.7,10.2,82.9,69.8,72.2,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,93.1,6.4,84.5,70.3,73.7,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,52.4,21.7,72.3,57.3,70.4,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,24.6,56.4,65.6,55.1,68.6,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,12.1,12.9,56.2,49.1,65.1,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,29.6,23.5,62.2,53.4,68.5,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,23.2,10.9,60.3,53.6,66.2,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,69.9,10.0,80.4,64.3,73.1,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,49.4,6.4,68.6,62.5,70.0,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,83.5,29.0,85.4,73.0,73.9,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,58.5,5.4,77.5,60.8,70.1,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,51.4,15.9,73.0,57.5,70.0,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,39.3,72.6,68.8,61.8,71.8,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,90.9,49.5,81.6,71.2,73.6,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,92.1,25.1,85.4,72.1,74.9,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,27.5,78.5,68.8,55.1,68.0,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,6.6,58.9,59.8,47.3,64.7,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,68.2,14.3,82.2,63.2,71.9,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,50.1,30.2,74.2,62.3,71.9,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,17.3,58.3,65.7,51.4,64.8,0,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,79.3,89.4,79.8,66.8,73.4,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,80.6,52.3,76.7,71.6,74.3,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,26.6,35.2,64.6,49.5,68.0,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,77.4,87.1,83.8,64.3,73.2,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,91.2,89.1,86.5,71.5,75.6,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,61.9,37.8,76.0,63.7,69.7,1,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,17.5,92.3,66.2,53.1,64.1,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,62.0,77.8,81.8,61.1,72.5,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,66.1,29.6,79.2,60.6,69.3,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,60.9,27.6,73.7,63.3,72.3,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,32.5,63.3,68.1,58.2,70.7,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,91.0,51.2,68.8,44.3,63.7,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,16.2,16.8,47.9,22.0,58.2,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,30.9,26.9,55.6,27.7,59.8,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,63.5,23.1,58.0,34.3,59.4,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,54.3,60.2,56.4,32.8,60.5,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,39.5,57.7,56.9,30.5,59.8,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,82.6,26.5,63.5,39.0,61.7,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,31.6,74.5,61.2,27.0,58.9,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,83.4,44.6,69.8,40.8,61.0,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,14.8,25.3,49.7,25.4,57.3,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,18.9,35.3,46.3,25.7,55.8,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,51.6,71.5,54.2,31.6,57.5,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,47.8,75.6,55.4,26.5,60.4,1,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,73.9,57.7,68.7,32.5,60.4,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,56.5,42.6,60.8,29.1,58.0,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,45.7,46.2,54.7,30.0,58.3,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,40.2,55.0,53.0,30.0,60.2,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,50.0,45.0,52.0,32.0,61.4,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,18.0,56.8,47.6,22.6,58.1,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,80.4,91.3,64.9,39.9,64.5,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,87.0,6.0,71.7,41.7,60.2,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,53.5,94.8,58.8,29.9,59.3,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,66.7,40.1,59.8,37.8,60.1,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,65.9,52.3,68.0,37.1,62.8,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,41.1,55.5,61.2,38.2,64.1,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,44.6,61.2,66.9,42.8,64.0,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,52.7,78.4,71.2,44.6,67.4,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,14.9,85.5,58.6,31.9,57.6,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,94.1,84.9,80.0,54.4,67.6,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,21.9,21.4,64.8,33.2,59.1,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,36.8,94.4,64.9,38.5,60.2,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,32.6,67.2,67.1,39.6,62.9,0,stub-1,1.0,1.0
1,B,W0,AC,Balance,40,4.8,80.8,57.8,76.8,49.3,64.3,0,stub-1,1.0,1.0
1,B,W1,AC,Balance,40,4.8,28.9,63.2,63.4,30.2,58.6,0,stub-1,1.0,1.0
1,B,W2,AC,Balance,40,4.8,56.7,42.0,72.3,45.0,64.8,0,stub-1,1.0,1.0
1,B,W3,AC,Balance,40,4.8,20.3,52.0,59.5,35.9,59.7,0,stub-1,1.0,1.0
1,B,W4,AC,Balance,40,4.8,77.6,10.6,82.1,49.8,65.4,0,stub-1,1.0,1.0
1,B,W5,AC,Balance,40,4.8,20.2,29.0,65.1,38.2,64.3,0,stub-1,1.0,1.0
1,B,W6,AC,Balance,40,4.8,57.4,36.4,68.5,44.9,67.7,0,stub-1,1.0,1.0
1,B,W7,AC,Balance,40,4.8,57.4,91.4,73.4,41.7,64.4,0,stub-1,1.0,1.0
1,B,W0,DC,Balance,40,4.8,27.4,9.0,68.2,34.9,59.9,0,stub-1,1.0,1.0
1,B,W1,DC,Balance,40,4.8,78.4,32.3,83.1,45.7,62.7,0,stub-1,1.0,1.0
1,B,W2,DC,Balance,40,4.8,49.6,90.5,69.2,44.3,64.3,0,stub-1,1.0,1.0
1,B,W3,DC,Balance,40,4.8,83.8,48.6,76.6,51.6,66.0,0,stub-1,1.0,1.0
1,B,W4,DC,Balance,40,4.8,20.6,37.3,64.1,39.7,62.4,0,stub-1,1.0,1.0
1,B,W5,DC,Balance,40,4.8,53.0,39.7,73.8,42.6,64.2,0,stub-1,1.0,1.0
1,B,W6,DC,Balance,40,4.8,16.1,79.3,58.4,34.8,61.6,0,stub-1,1.0,1.0
1,B,W7,DC,Balance,40,4.8,26.3,8.1,64.9,35.3,60.2,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,19.0,68.5,64.8,53.6,68.2,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,44.9,80.3,68.7,59.8,69.1,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,36.8,70.0,62.4,60.9,71.3,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,25.5,45.7,71.7,56.5,70.5,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,28.5,86.0,63.0,54.2,68.0,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,83.5,16.1,85.0,67.0,72.3,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,29.3,74.5,62.4,57.3,67.9,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,40.1,12.7,67.7,59.9,72.6,0,stub-1,1.0,1.0
1,B,W0,DC,Beast,65,5.0,33.9,64.6,70.0,58.2,68.2,0,stub-1,1.0,1.0
1,B,W1,DC,Beast,65,5.0,31.7,10.9,69.1,55.5,69.4,0,stub-1,1.0,1.0
1,B,W2,DC,Beast,65,5.0,16.4,69.5,61.5,54.0,70.1,0,stub-1,1.0,1.0
1,B,W3,DC,Beast,65,5.0,82.5,16.9,77.8,69.1,73.6,0,stub-1,1.0,1.0
1,B,W4,DC,Beast,65,5.0,66.2,64.7,74.2,66.6,71.1,0,stub-1,1.0,1.0
1,B,W5,DC,Beast,65,5.0,81.2,36.7,76.3,68.0,72.1,0,stub-1,1.0,1.0
1,B,W6,DC,Beast,65,5.0,15.4,87.1,61.3,48.6,66.4,0,stub-1,1.0,1.0
1,B,W7,DC,Beast,65,5.0,19.6,22.8,63.2,52.2,68.7,0,stub-1,1.0,1.0
1,B,W0,AC,Beast,65,5.0,8.5,33.0,58.7,49.0,67.2,0,stub-1,1.0,1.0
1,B,W1,AC,Beast,65,5.0,69.5,27.9,73.7,63.1,72.0,0,stub-1,1.0,1.0
1,B,W2,AC,Beast,65,5.0,36.4,5.1,70.3,54.3,67.9,0,stub-1,1.0,1.0
1,B,W3,AC,Beast,65,5.0,59.7,9.3,75.1,63.3,71.9,0,stub-1,1.0,1.0
1,B,W4,AC,Beast,65,5.0,76.2,23.9,83.1,65.9,74.0,0,stub-1,1.0,1.0
1,B,W5,AC,Beast,65,5.0,72.3,79.6,80.1,66.4,72.9,0,stub-1,1.0,1.0
1,B,W6,AC,Beast,65,5.0,90.2,43.2,86.9,69.9,73.3,0,stub-1,1.0,1.0
1,B,W7,AC,Beast,65,5.0,61.5,45.8,69.1,66.7,73.1,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,43.6,51.1,73.4,58.6,69.6,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,68.2,77.5,78.0,65.3,73.8,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,92.2,62.4,83.4,71.3,75.3,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,23.1,32.9,67.3,55.8,70.3,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,65.3,26.4,78.3,67.2,69.2,0,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,31.9,84.6,71.1,57.7,70.7,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,35.0,78.4,64.8,55.9,69.6,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,58.9,46.5,80.2,63.5,68.4,0,stub-1,1.0,1.0
1,B,W0,AC,Extreme,65,5.2,15.3,31.0,62.8,52.8,68.6,0,stub-1,1.0,1.0
1,B,W1,AC,Extreme,65,5.2,22.7,68.1,67.1,52.8,67.7,0,stub-1,1.0,1.0
1,B,W2,AC,Extreme,65,5.2,34.2,47.2,68.2,57.6,69.4,0,stub-1,1.0,1.0
1,B,W3,AC,Extreme,65,5.2,72.5,12.6,80.3,65.5,67.8,0,stub-1,1.0,1.0
1,B,W4,AC,Extreme,65,5.2,55.7,14.8,72.2,62.4,71.5,1,stub-1,1.0,1.0
1,B,W5,AC,Extreme,65,5.2,87.8,63.0,87.9,67.3,70.0,0,stub-1,1.0,1.0
1,B,W6,AC,Extreme,65,5.2,63.7,27.6,77.7,65.4,74.5,0,stub-1,1.0,1.0
1,B,W7,AC,Extreme,65,5.2,80.6,31.7,83.3,69.8,75.4,0,stub-1,1.0,1.0
1,B,W0,DC,Extreme,65,5.2,81.1,88.4,85.1,71.9,75.4,0,stub-1,1.0,1.0
1,B,W1,DC,Extreme,65,5.2,34.4,21.6,65.1,57.5,68.0,0,stub-1,1.0,1.0
1,B,W2,DC,Extreme,65,5.2,38.2,54.6,66.6,60.5,70.2,0,stub-1,1.0,1.0
1,B,W3,DC,Extreme,65,5.2,61.5,78.8,77.9,62.6,67.8,0,stub-1,1.0,1.0
1,B,W4,DC,Extreme,65,5.2,90.0,49.5,83.3,71.2,73.3,1,stub-1,1.0,1.0
1,B,W5,DC,Extreme,65,5.2,66.9,19.7,82.3,60.2,71.5,0,stub-1,1.0,1.0
1,B,W6,DC,Extreme,65,5.2,13.1,8.6,61.6,51.7,67.1,0,stub-1,1.0,1.0
1,B,W7,DC,Extreme,65,5.2,80.7,82.0,82.2,69.2,71.7,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,30.5,64.5,49.1,26.1,57.3,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,64.9,79.3,64.6,36.2,61.2,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,31.6,44.9,50.0,25.9,58.3,0,stub-1,1.0,1.0
1,B,W3,AC,Quiet,25,3.8,46.4,92.4,57.9,33.8,59.2,0,stub-1,1.0,1.0
1,B,W4,AC,Quiet,25,3.8,92.7,91.6,65.7,40.0,65.1,0,stub-1,1.0,1.0
1,B,W5,AC,Quiet,25,3.8,31.7,56.4,54.2,28.8,58.6,0,stub-1,1.0,1.0
1,B,W6,AC,Quiet,25,3.8,63.3,31.9,58.0,38.3,63.4,0,stub-1,1.0,1.0
1,B,W7,AC,Quiet,25,3.8,66.1,45.3,62.5,38.1,63.5,0,stub-1,1.0,1.0
1,B,W0,DC,Quiet,25,3.8,38.5,57.3,51.3,29.6,58.0,0,stub-1,1.0,1.0
1,B,W1,DC,Quiet,25,3.8,15.3,21.2,46.8,24.3,56.3,0,stub-1,1.0,1.0
1,B,W2,DC,Quiet,25,3.8,15.1,82.6,47.9,23.2,56.0,0,stub-1,1.0,1.0
1,B,W3,DC,Quiet,25,3.8,54.9,25.4,58.6,31.8,59.8,0,stub-1,1.0,1.0
1,B,W4,DC,Quiet,25,3.8,51.2,58.0,60.7,32.7,61.9,0,stub-1,1.0,1.0
1,B,W5,DC,Quiet,25,3.8,54.6,69.3,60.4,32.6,59.7,0,stub-1,1.0,1.0
1,B,W6,DC,Quiet,25,3.8,94.2,69.9,74.6,45.1,64.1,0,stub-1,1.0,1.0
1,B,W7,DC,Quiet,25,3.8,91.4,55.7,70.4,42.3,63.0,0,stub-1,1.0,1.0
1,B,W0,AC,Quiet,25,3.8,74.9,10.2,64.9,39.8,64.9,0,stub-1,1.0,1.0
1,B,W1,AC,Quiet,25,3.8,24.2,32.0,50.9,24.1,55.9,0,stub-1,1.0,1.0
1,B,W2,AC,Quiet,25,3.8,85.0,60.9,70.2,38.6,65.2,0,stub-1,1.0,1.0
